keywords,keyword_theme,event,speaker(s),other_tags,speaker_occupation,views,comments,popularity_index,video,description,year_published,year_filmed,date_published,#_languages,duration_(min),TED_url,label,id,photo,Cluster,theme_centrality,theme_bridging,x_tsne,y_tsne,x_force_directed,y_force_directed
military|culture|investment|poverty|economics|design|policy|future|global development|business|entrepreneur|corruption|politics|global issues,"business, global issues, technology",TEDGlobal 2005,Ashraf Ghani,,President-elect of Afghanistan,809226,67,-0.14,https://embed.ted.com/talks/ashraf_ghani_on_rebuilding_broken_states,"Ashraf Ghani's passionate and powerful 10-minute talk, emphasizing the necessity of both economic investment and design ingenuity to rebuild broken states, is followed by a conversation with TED curator Chris Anderson on the future of Afghanistan.",2006,2005,1161130260,24,18.75,https://www.ted.com/talks/ashraf_ghani_on_rebuilding_broken_states,Ashraf Ghani: How to rebuild a broken state,36,https://openmappr-images.sfo2.digitaloceanspaces.com/thumbnail/ashraf_ghani_how_to_rebuild_a_broken_state.png,Cluster_1,1.20761218436215,-0.9436479043956101,22.841657638549805,-2.872877597808838,0.03038366138935089,-0.10687332600355148
engineering|rocket science|invention|flight|nasa|industrial design|design|exploration|future|business|aircraft|entrepreneur|space,"technology, design, demo",TED2006,Burt Rutan,,Aircraft engineer,2028451,186,0.27,https://embed.ted.com/talks/burt_rutan_sees_the_future_of_space,"In this passionate talk, legendary spacecraft designer Burt Rutan lambasts the US government-funded space program for stagnating and asks entrepreneurs to pick up where NASA has left off.",2006,2006,1161735060,28,19.62,https://www.ted.com/talks/burt_rutan_sees_the_future_of_space,Burt Rutan: The real future of space exploration,37,https://openmappr-images.sfo2.digitaloceanspaces.com/thumbnail/burt_rutan_the_real_future_of_space_exploration.png,Cluster_5,-0.9104085036625578,0.1507389681480414,-11.286909103393555,-12.678278923034668,-0.3931836187839508,0.04312489926815033
culture|technology|personal growth|exploration|potential|sports|climate change|travel|global issues,"business, global issues, technology",TED2005,Ben Saunders,,Arctic explorer,745231,57,-0.18,https://embed.ted.com/talks/ben_saunders_skis_to_the_north_pole,"Arctic explorer Ben Saunders recounts his harrowing solo ski trek to the North Pole, complete with engaging anecdotes, gorgeous photos and never-before-seen video.",2006,2005,1161735060,26,18.05,https://www.ted.com/talks/ben_saunders_skis_to_the_north_pole,Ben Saunders: Why did I ski to the North Pole?,38,https://openmappr-images.sfo2.digitaloceanspaces.com/thumbnail/ben_saunders_why_did_i_ski_to_the_north_pole.png,Cluster_1,-0.3063824947298114,-0.5230894005891953,11.828919410705566,-6.590466022491455,-0.03124426119029522,0.25246793031692505
aids|social change|poverty|entertainment|philanthropy|africa|activism|global issues,"business, global issues, technology",TED2005,Bono,,"Musician, activist",718649,112,-0.2,https://embed.ted.com/talks/bono_s_call_to_action_for_africa,"Musician and activist Bono accepts the 2005 TED Prize with a riveting talk, arguing that aid to Africa isn't just another celebrity cause; it's a global emergency.",2006,2005,1162253460,24,27.87,https://www.ted.com/talks/bono_s_call_to_action_for_africa,Bono: My wish: Three actions for Africa,39,https://openmappr-images.sfo2.digitaloceanspaces.com/thumbnail/bono_my_wish_three_actions_for_africa.png,Cluster_1,-0.5193129434936127,-0.4765670940572068,22.441009521484375,-7.050299644470215,-0.09965411573648453,-0.0017131194472312927
culture|social change|green|sustainability|pollution|cities|design|art|photography|environment|education,"design, art, architecture",TED2005,Edward Burtynsky,ted prize,Photographer,975107,58,-0.03,https://embed.ted.com/talks/edward_burtynsky_on_manufactured_landscapes,"Accepting his 2005 TED Prize, photographer Edward Burtynsky makes a wish: that his images -- stunning landscapes that document humanity's impact on the world -- help persuade millions to join a global conversation on sustainability.",2006,2005,1162253460,22,34.42,https://www.ted.com/talks/edward_burtynsky_on_manufactured_landscapes,Edward Burtynsky: My wish: Manufactured landscapes and green education,40,https://openmappr-images.sfo2.digitaloceanspaces.com/thumbnail/edward_burtynsky_my_wish_manufactured_landscapes_and_green_education.png,Cluster_12,-0.5180154199053895,-0.0217151691655147,-26.448867797851562,6.746145725250244,0.06804533302783966,0.21331287920475006
science|invention|technology|depression|health care|medicine|business|disease,"health, medicine, health care",TED2005,Robert Fischell,ted prize,Biomedical inventor,382996,33,-0.44,https://embed.ted.com/talks/robert_fischell_on_medical_inventing,"Accepting his 2005 TED Prize, inventor Robert Fischell makes three wishes: redesigning a portable device that treats migraines, finding new cures for clinical depression and reforming the medical malpractice system.",2006,2005,1162253460,20,26.82,https://www.ted.com/talks/robert_fischell_on_medical_inventing,Robert Fischell: My wish: Three unusual medical inventions,41,https://openmappr-images.sfo2.digitaloceanspaces.com/thumbnail/robert_fischell_my_wish_three_unusual_medical_inventions.png,Cluster_7,0.992792231278708,-0.4720842672837951,15.07302474975586,-26.593482971191406,-0.2756771445274353,0.07512257248163223
science|culture|technology|genetics|statistics,"science, biology, animals",TEDGlobal 2005,Peter Donnelly,,Mathematician; statistician,1053758,105,0.04,https://embed.ted.com/talks/peter_donnelly_shows_how_stats_fool_juries,Oxford mathematician Peter Donnelly reveals the common mistakes humans make in interpreting statistics -- and the devastating impact these errors can have on the outcome of criminal trials.,2006,2005,1162944660,20,21.33,https://www.ted.com/talks/peter_donnelly_shows_how_stats_fool_juries,Peter Donnelly: How juries are fooled by statistics,42,https://openmappr-images.sfo2.digitaloceanspaces.com/thumbnail/peter_donnelly_how_juries_are_fooled_by_statistics.png,Cluster_2,-0.6851727623583216,2.988415099589494,1.6104562282562256,-29.319671630859375,-0.14611542224884033,-0.0354602076113224
science|culture|entertainment|faith|religion|music|illusion,"music, live music, performance",TED2006,Michael Shermer,,Skeptic,5364639,494,0.68,https://embed.ted.com/talks/michael_shermer_on_believing_strange_things,"Why do people see the Virgin Mary on a cheese sandwich or hear demonic lyrics in ""Stairway to Heaven""? Using video and music, skeptic Michael Shermer shows how we convince ourselves to believe -- and overlook the facts.",2006,2006,1162944660,41,13.42,https://www.ted.com/talks/michael_shermer_on_believing_strange_things,Michael Shermer: Why people believe weird things,43,https://openmappr-images.sfo2.digitaloceanspaces.com/thumbnail/michael_shermer_why_people_believe_weird_things.png,Cluster_4,-0.7704907511095509,1.173480213893017,-17.278226852416992,27.61265754699707,0.21665917336940765,-0.3039991855621338
science|culture|invention|technology|robots|brain|future|business|consciousness|biotech|entrepreneur,"business, global issues, technology",TED2005,Ray Kurzweil,ted brain trust,"Inventor, futurist",2434344,233,0.39,https://embed.ted.com/talks/ray_kurzweil_on_how_technology_will_transform_us,"Inventor, entrepreneur and visionary Ray Kurzweil explains in abundant, grounded detail why, by the 2020s, we will have reverse-engineered the human brain and nanobots will be operating your consciousness.",2006,2005,1163463060,22,22.93,https://www.ted.com/talks/ray_kurzweil_on_how_technology_will_transform_us,Ray Kurzweil: The accelerating power of technology,44,https://openmappr-images.sfo2.digitaloceanspaces.com/thumbnail/ray_kurzweil_the_accelerating_power_of_technology.png,Cluster_1,-0.6962892870195998,1.817627892021997,-4.306318759918213,-17.448610305786133,-0.1871200054883957,-0.03738691657781601
history|science|culture|evolution|technology|choice|future|philosophy|complexity,"culture, business, technology",TED2005,Kevin Kelly,,Digital visionary,1536873,149,0.03,https://embed.ted.com/talks/kevin_kelly_on_how_technology_evolves,"Tech enthusiast Kevin Kelly asks ""What does technology want?"" and discovers that its movement toward ubiquity and complexity is much like the evolution of life.",2006,2005,1163463060,26,20.0,https://www.ted.com/talks/kevin_kelly_on_how_technology_evolves,Kevin Kelly: How technology evolves,45,https://openmappr-images.sfo2.digitaloceanspaces.com/thumbnail/kevin_kelly_how_technology_evolves.png,Cluster_3,-0.7116912054049072,0.8365991814281795,-20.806915283203125,-15.441768646240234,-0.1914701908826828,-0.024830857291817665
storytelling|culture|social change|film|art|music|motivation|activism|collaboration|global issues,"photography, storytelling, film",TED2006,Peter Gabriel,ted brain trust,"Musician, activist",904215,52,-0.05,https://embed.ted.com/talks/peter_gabriel_fights_injustice_with_video,Musician and activist Peter Gabriel shares his very personal motivation for standing up for human rights with the watchdog group WITNESS -- and tells stories of citizen journalists in action.,2006,2006,1165363860,24,14.13,https://www.ted.com/talks/peter_gabriel_fights_injustice_with_video,Peter Gabriel: Fight injustice with raw video,46,https://openmappr-images.sfo2.digitaloceanspaces.com/thumbnail/peter_gabriel_fight_injustice_with_raw_video.png,Cluster_13,0.6710109267620038,-0.5322990366243772,-5.300788402557373,19.98615264892578,0.37006351351737976,-0.010961868800222874
culture|entertainment|psychology|happiness|business|success,"brain, psychology, mind",TED2005,Richard St. John,,"Marketer, success analyst",10841210,578,0.7,https://embed.ted.com/talks/richard_st_john_s_8_secrets_of_success,Why do people succeed? Is it because they're smart? Or are they just lucky? Neither. Analyst Richard St. John condenses years of interviews into an unmissable 3-minute slideshow on the real secrets of success.,2006,2005,1166055060,66,3.5,https://www.ted.com/talks/richard_st_john_s_8_secrets_of_success,Richard St. John: 8 secrets of success,47,https://openmappr-images.sfo2.digitaloceanspaces.com/thumbnail/richard_st_john_8_secrets_of_success.png,Cluster_8,0.4798670328247481,3.282280224412677,7.00120210647583,14.062734603881836,0.041223570704460144,-0.2691105008125305
internet|poetry|culture|love|entertainment|performance|philosophy,"music, live music, performance",TEDSalon 2006,Rives,,"Performance poet, multimedia artist",1813665,95,0.28,https://embed.ted.com/talks/rives_controls_the_internet,"How many poets could cram eBay, Friendster and Monster.com into 3-minute poem worthy of a standing ovation? Enjoy Rives' unique talent.",2006,2006,1166055060,34,4.12,https://www.ted.com/talks/rives_controls_the_internet,Rives: If I controlled the Internet,48,https://openmappr-images.sfo2.digitaloceanspaces.com/thumbnail/rives_if_i_controlled_the_internet.png,Cluster_4,-0.8426408229318677,1.922790967325678,-0.24725520610809326,29.774900436401367,0.26093408465385437,-0.2692507803440094
science|culture|news|health care|obesity|health|disease|food|global issues,"health, medicine, health care",TED2006,Dean Ornish,,"Physician, author",2299265,199,0.4,https://embed.ted.com/talks/dean_ornish_on_the_world_s_killer_diet,Forget the latest disease in the news: Cardiovascular disease kills more people than everything else combined -- and itÛªs mostly preventable. Dr. Dean Ornish explains how changing our eating habits can save lives.,2006,2006,1166055060,48,3.3,https://www.ted.com/talks/dean_ornish_on_the_world_s_killer_diet,Dean Ornish: The killer American diet that's sweeping the planet,49,https://openmappr-images.sfo2.digitaloceanspaces.com/thumbnail/dean_ornish_the_killer_american_diet_that_s_sweeping_the_planet.png,Cluster_7,-0.6715215515872791,1.612882768559628,19.665239334106445,-17.487380981445312,-0.16552308201789856,0.13550589978694916
culture|social change|poverty|cities|future|policy|innovation|global development|business|entrepreneur|global issues,"business, global issues, technology",TEDGlobal 2005,Robert Neuwirth,,Author,673036,85,-0.23,https://embed.ted.com/talks/robert_neuwirth_on_our_shadow_cities,"Robert Neuwirth, author of ""Shadow Cities,"" finds the world's squatter sites -- where a billion people now make their homes -- to be thriving centers of ingenuity and innovation. He takes us on a tour.",2007,2005,1167696660,22,14.05,https://www.ted.com/talks/robert_neuwirth_on_our_shadow_cities,Robert Neuwirth: The hidden world of shadow cities,50,https://openmappr-images.sfo2.digitaloceanspaces.com/thumbnail/robert_neuwirth_the_hidden_world_of_shadow_cities.png,Cluster_1,0.3708906487237199,-0.6180444094197852,23.121688842773438,-2.179563522338867,-0.0031885686330497265,-0.1109800934791565
culture|aids|disaster relief|economics|choice|future|africa|business|environment|climate change,"culture, business, technology",TED2005,Bjorn Lomborg,,Global prioritizer,1391142,499,-0.02,https://embed.ted.com/talks/bjorn_lomborg_sets_global_priorities,"Given $50 billion to spend, which would you solve first, AIDS or global warming? Danish political scientist Bjorn Lomborg comes up with surprising answers.",2007,2005,1167696660,32,16.68,https://www.ted.com/talks/bjorn_lomborg_sets_global_priorities,Bjorn Lomborg: Global priorities bigger than climate change,51,https://openmappr-images.sfo2.digitaloceanspaces.com/thumbnail/bjorn_lomborg_global_priorities_bigger_than_climate_change.png,Cluster_3,-0.5771139706197761,-0.529822427983198,10.479935646057129,7.099224090576172,-0.020819660276174545,-0.24586281180381775
culture|film|language|photography|environment|anthropology|global issues,"culture, religion, language",TED2003,Wade Davis,,"Anthropologist, ethnobotanist",2532851,371,0.25,https://embed.ted.com/talks/wade_davis_on_endangered_cultures,"With stunning photos and stories, National Geographic Explorer Wade Davis celebrates the extraordinary diversity of the world's indigenous cultures, which are disappearing from the planet at an alarming rate.",2007,2003,1168301460,36,22.02,https://www.ted.com/talks/wade_davis_on_endangered_cultures,Wade Davis: Dreams from endangered cultures,52,https://openmappr-images.sfo2.digitaloceanspaces.com/thumbnail/wade_davis_dreams_from_endangered_cultures.png,Cluster_11,-0.5732219768638538,1.566403082543235,0.746720016002655,17.593685150146484,0.15708543360233307,0.10333380848169327
storytelling|culture|social change|india|film|design|art|photography|activism|global issues,"photography, storytelling, film",TED2006,Phil Borges,,Photographer,882034,59,-0.06,https://embed.ted.com/talks/phil_borges_on_endangered_cultures,"Photographer Phil Borges shows rarely seen images of people from the mountains of Dharamsala, India, and the jungles of the Ecuadorean Amazon. In documenting these endangered cultures, he intends to help preserve them.",2007,2006,1168301460,29,18.58,https://www.ted.com/talks/phil_borges_on_endangered_cultures,Phil Borges: Photos of endangered cultures,53,https://openmappr-images.sfo2.digitaloceanspaces.com/thumbnail/phil_borges_photos_of_endangered_cultures.png,Cluster_13,1.321202267572878,0.2362760555236217,-4.238022327423096,20.17196273803711,0.27360615134239197,0.07111721485853195
