From,To,Label,Type,Tags,Description,category,confidence,flat,negative,positive,skip,fromName,toName,Source,Target,votes,fracPos,fracNeg,fracFlat,sign,isPos,isNeg,new_sign
23,69,,,,,all,2.25,0,0,4,0,"their participation in positive events that are fun, joyous, and exciting","their ability to develop proficiency at a hobby, instrument, game, business or other personal interest",23,69,4,1.0,0.0,0.0,positive,1,0,positive
39,42,,,,,all,2.0,0,1,4,0,their ability to control and moderate the content they process online,their ability to cope with feelings of being lonely,39,42,5,0.8,0.2,0.0,positive,1,0,positive
8,68,,,,,all,1.8,0,0,5,0,their having close friends,their ability to manage boredom,8,68,5,1.0,0.0,0.0,positive,1,0,positive
73,34,,,,,all,2.0,1,0,4,0,their ability to get enough sleep,"their time to appreciate new quality experiences (nature, culture, sports, learnings, personal insights)",73,34,5,0.8,0.0,0.2,positive,1,0,positive
56,48,,,,,all,2.0,0,0,3,0,their certainty that they matter to themself and to others,"their ability to recognize exploitative relationships (gaslighting, manipulation, controlling)",56,48,3,1.0,0.0,0.0,positive,1,0,positive
69,68,,,,,all,2.0,0,1,4,0,"their ability to develop proficiency at a hobby, instrument, game, business or other personal interest",their ability to manage boredom,69,68,5,0.8,0.2,0.0,positive,1,0,positive
29,38,,,,,all,2.0,0,3,0,1,"the frequency of negative feedback to their online activities (e.g., dislikes, thumbs down, negative comments)",their ability to control and moderate their time online,29,38,3,0.0,1.0,0.0,negative,0,1,positive
46,59,,,,,all,2.4,0,1,4,0,their ability to face and overcome challenges,their level of self confidence,46,59,5,0.8,0.2,0.0,positive,1,0,positive
20,21,,,,,all,2.25,1,0,3,0,the time they spend being a part of their heritage and culture,their ability to help others and/or contribute to something bigger than themselves,20,21,4,0.75,0.0,0.25,positive,1,0,positive
14,35,,,,,all,2.5,0,0,4,0,their ability to tell their friends about their life and experiences,their ability to recover from negative or adverse events that happen to them (online or in person),14,35,4,1.0,0.0,0.0,positive,1,0,positive
46,51,,,,,all,2.25,0,1,3,0,their ability to face and overcome challenges,their ability to take a long term perspective during challenging times,46,51,4,0.75,0.25,0.0,positive,1,0,positive
72,70,,,,,all,2.4,0,0,5,0,their ability to relax when they're stressed,their ability to explore their identity safely,72,70,5,1.0,0.0,0.0,positive,1,0,positive
70,40,,,,,all,2.0,0,0,3,0,their ability to explore their identity safely,their ability to cope with and overcome hardship or challenges in their life,70,40,3,1.0,0.0,0.0,positive,1,0,positive
74,75,,,,,all,2.25,0,0,3,1,their ability to consider the purpose and meaning of a good life,their ability to set goals and take actions towards those goals,74,75,3,1.0,0.0,0.0,positive,1,0,positive
30,21,,,,,all,2.25,1,0,3,0,their ability to compare their life to other people's lives,their ability to help others and/or contribute to something bigger than themselves,30,21,4,0.75,0.0,0.25,positive,1,0,positive
51,50,,,,,all,2.25,0,1,3,0,their ability to take a long term perspective during challenging times,their ability to evaluate the emotional risk before an action they want to take,51,50,4,0.75,0.25,0.0,positive,1,0,positive
33,3,,,,,all,2.0,0,0,4,0,their ability to engage with systems and institutions designed to support them,their willingness to use mental health resources,33,3,4,1.0,0.0,0.0,positive,1,0,positive
25,12,,,,,all,2.4,0,3,1,1,their exposure to hurtful/hateful personal content (like mocking and bullying),the time they spend with friends in person,25,12,4,0.25,0.75,0.0,negative,0,1,positive
1,7,,,,,all,2.25,0,1,3,0,their access to trusted information about mental health,"the time they spend doing something physical (working, sports, volunteering, being outdoors, etc)",1,7,4,0.75,0.25,0.0,positive,1,0,positive
35,66,,,,,all,2.0,0,1,3,0,their ability to recover from negative or adverse events that happen to them (online or in person),their level of resilience (being flexible and agile in response to events and knowing they can get up if they fall down),35,66,4,0.75,0.25,0.0,positive,1,0,positive
73,35,,,,,all,2.333333333333333,0,0,3,0,their ability to get enough sleep,their ability to recover from negative or adverse events that happen to them (online or in person),73,35,3,1.0,0.0,0.0,positive,1,0,positive
51,37,,,,,all,2.0,0,0,3,0,their ability to take a long term perspective during challenging times,their ability to cope with anxious feelings,51,37,3,1.0,0.0,0.0,positive,1,0,positive
47,7,,,,,all,1.6,1,0,4,0,"their certainty that others ""have their back"" (will support them in the event of mistakes or hardships)","the time they spend doing something physical (working, sports, volunteering, being outdoors, etc)",47,7,5,0.8,0.0,0.2,positive,1,0,positive
29,57,,,,,all,2.1666666666666665,1,5,0,0,"the frequency of negative feedback to their online activities (e.g., dislikes, thumbs down, negative comments)",their belief that they are part of a community,29,57,6,0.0,0.8333333333333334,0.16666666666666666,negative,0,1,positive
67,6,,,,,all,2.5,0,0,4,0,their ability to concentrate without interruption,"the time they spend reading a book, creating art, making music, doing schoolwork, etc.",67,6,4,1.0,0.0,0.0,positive,1,0,positive
25,61,,,,,all,2.2,0,3,1,0,their exposure to hurtful/hateful personal content (like mocking and bullying),their belief that they will be found if they get lost,25,61,4,0.25,0.75,0.0,negative,0,1,positive
56,37,,,,,all,2.0,0,1,3,0,their certainty that they matter to themself and to others,their ability to cope with anxious feelings,56,37,4,0.75,0.25,0.0,positive,1,0,positive
1,58,,,,,all,1.75,1,3,0,0,their access to trusted information about mental health,their belief that everyone is better off than they are,1,58,4,0.0,0.75,0.25,negative,0,1,positive
40,48,,,,,all,2.4,0,0,4,0,their ability to cope with and overcome hardship or challenges in their life,"their ability to recognize exploitative relationships (gaslighting, manipulation, controlling)",40,48,4,1.0,0.0,0.0,positive,1,0,positive
16,9,,,,,all,2.5,0,0,4,0,the presence and experience of love in their life,their ability to stay in touch with people (nearby or far away; friends and intergenerational members of community),16,9,4,1.0,0.0,0.0,positive,1,0,positive
38,70,,,,,all,2.75,0,1,3,0,their ability to control and moderate their time online,their ability to explore their identity safely,38,70,4,0.75,0.25,0.0,positive,1,0,positive
21,19,,,,,all,2.75,1,0,3,0,their ability to help others and/or contribute to something bigger than themselves,the time they spend learning about their heritage and culture,21,19,4,0.75,0.0,0.25,positive,1,0,positive
75,7,,,,,all,2.4,1,0,4,0,their ability to set goals and take actions towards those goals,"the time they spend doing something physical (working, sports, volunteering, being outdoors, etc)",75,7,5,0.8,0.0,0.2,positive,1,0,positive
67,68,,,,,all,2.25,1,0,3,0,their ability to concentrate without interruption,their ability to manage boredom,67,68,4,0.75,0.0,0.25,positive,1,0,positive
75,38,,,,,all,2.5,0,0,4,0,their ability to set goals and take actions towards those goals,their ability to control and moderate their time online,75,38,4,1.0,0.0,0.0,positive,1,0,positive
41,29,,,,,all,2.5,0,3,1,0,their ability to manage their reputation online (including what others post about them),"the frequency of negative feedback to their online activities (e.g., dislikes, thumbs down, negative comments)",41,29,4,0.25,0.75,0.0,negative,0,1,positive
58,36,,,,,all,2.6,0,0,5,0,their belief that everyone is better off than they are,"the influence of online content and personalities on them and their identity (influencers, celebrities)",58,36,5,1.0,0.0,0.0,positive,1,0,positive
43,42,,,,,all,2.6,0,0,5,0,their ability to find others like them,their ability to cope with feelings of being lonely,43,42,5,1.0,0.0,0.0,positive,1,0,positive
7,57,,,,,all,2.25,1,0,3,0,"the time they spend doing something physical (working, sports, volunteering, being outdoors, etc)",their belief that they are part of a community,7,57,4,0.75,0.0,0.25,positive,1,0,positive
60,52,,,,,all,2.25,1,0,3,0,their level of self-esteem,the amount of external recognition or validation they receive for something good they did,60,52,4,0.75,0.0,0.25,positive,1,0,positive
49,68,,,,,all,2.4,0,1,4,0,their assurance that they are not not alone and have others to depend on,their ability to manage boredom,49,68,5,0.8,0.2,0.0,positive,1,0,positive
19,18,,,,,all,3.0,0,0,5,0,the time they spend learning about their heritage and culture,the number of places and groups of people where they are welcome and appreciated,19,18,5,1.0,0.0,0.0,positive,1,0,positive
19,6,,,,,all,2.5,1,0,3,0,the time they spend learning about their heritage and culture,"the time they spend reading a book, creating art, making music, doing schoolwork, etc.",19,6,4,0.75,0.0,0.25,positive,1,0,positive
23,48,,,,,all,2.75,1,3,0,0,"their participation in positive events that are fun, joyous, and exciting","their ability to recognize exploitative relationships (gaslighting, manipulation, controlling)",23,48,4,0.0,0.75,0.25,negative,0,1,positive
11,36,,,,,all,2.5,0,0,4,0,the time they spend with friends online,"the influence of online content and personalities on them and their identity (influencers, celebrities)",11,36,4,1.0,0.0,0.0,positive,1,0,positive
26,20,,,,,all,2.5,1,0,4,1,"their exposure to positive parenting (consistent, respectful, supportive)",the time they spend being a part of their heritage and culture,26,20,5,0.8,0.0,0.2,positive,1,0,positive
11,55,,,,,all,2.25,1,0,3,0,the time they spend with friends online,their ability to know the benefit of sharing information online,11,55,4,0.75,0.0,0.25,positive,1,0,positive
75,46,,,,,all,2.5,0,0,4,0,their ability to set goals and take actions towards those goals,their ability to face and overcome challenges,75,46,4,1.0,0.0,0.0,positive,1,0,positive
2,21,,,,,all,2.5,1,0,3,0,their access to mental health resources,their ability to help others and/or contribute to something bigger than themselves,2,21,4,0.75,0.0,0.25,positive,1,0,positive
56,40,,,,,all,2.0,0,0,3,0,their certainty that they matter to themself and to others,their ability to cope with and overcome hardship or challenges in their life,56,40,3,1.0,0.0,0.0,positive,1,0,positive
16,70,,,,,all,2.333333333333333,0,1,5,0,the presence and experience of love in their life,their ability to explore their identity safely,16,70,6,0.8333333333333334,0.16666666666666666,0.0,positive,1,0,positive
16,65,,,,,all,2.333333333333333,0,0,3,0,the presence and experience of love in their life,their ability to empathize with and understand other perspectives,16,65,3,1.0,0.0,0.0,positive,1,0,positive
60,48,,,,,all,2.4,1,0,4,0,their level of self-esteem,"their ability to recognize exploitative relationships (gaslighting, manipulation, controlling)",60,48,5,0.8,0.0,0.2,positive,1,0,positive
46,49,,,,,all,2.25,1,0,3,0,their ability to face and overcome challenges,their assurance that they are not not alone and have others to depend on,46,49,4,0.75,0.0,0.25,positive,1,0,positive
39,40,,,,,all,3.0,0,0,4,0,their ability to control and moderate the content they process online,their ability to cope with and overcome hardship or challenges in their life,39,40,4,1.0,0.0,0.0,positive,1,0,positive
54,4,,,,,all,2.6666666666666665,0,0,3,0,"their ability to know who their real, trusted friends are","their access to help from trusted others to do something, learn something, or get through a hard time emotionally or financially",54,4,3,1.0,0.0,0.0,positive,1,0,positive
45,10,,,,,all,2.75,0,3,1,0,their ability to disconnect from electronic devices,the time they spend with others online,45,10,4,0.25,0.75,0.0,negative,0,1,positive
49,12,,,,,all,2.5,0,0,4,0,their assurance that they are not not alone and have others to depend on,the time they spend with friends in person,49,12,4,1.0,0.0,0.0,positive,1,0,positive
57,35,,,,,all,2.25,0,0,3,1,their belief that they are part of a community,their ability to recover from negative or adverse events that happen to them (online or in person),57,35,3,1.0,0.0,0.0,positive,1,0,positive
11,10,,,,,all,2.0,0,0,3,0,the time they spend with friends online,the time they spend with others online,11,10,3,1.0,0.0,0.0,positive,1,0,positive
